week,Aeropuertos y vuelos,Ley y crimen,La pandemia del COVID-19 y su impacto,La industria petrolera,Economía,Tren Maya,Salud y medicina,Reformas políticas,Fronteras e inmigración,Energía y minería,COVID-19 y su vacunación,Problemas sociales y justicia penal,Deportes y turismo,Relaciones políticas entre México y Perú
2019-07-22,0.03474194,0.025337067,0.06858211,0.14182146,0.06453824,0.028046025,0.029162502,0.10213354,0.0757191,0.060493406,0.1196515,0.04017634,0.06944872,0.14014809
2019-07-29,0.027214758,0.029359302,0.070459746,0.11727624,0.055967655,0.054803997,0.01965221,0.14586562,0.05175957,0.03221235,0.08589345,0.04774024,0.22927889,0.032515984
2019-08-05,0.02338523,0.028856635,0.07360145,0.0947613,0.043648124,0.0297067,0.026783785,0.06586604,0.04081385,0.026164016,0.06252462,0.41775292,0.057676043,0.008459314
2019-08-12,0.0313098,0.0332014,0.06180123,0.104886666,0.0676372,0.060867805,0.023546098,0.099494055,0.049826037,0.037069574,0.08961528,0.059458297,0.25625515,0.025031442
2019-08-19,0.02752924,0.021914903,0.038292546,0.32098413,0.06913864,0.03189835,0.031172007,0.11836869,0.03173582,0.045157947,0.09765314,0.06292229,0.077704646,0.025527671
2019-08-26,0.031421777,0.024786294,0.06609929,0.10145616,0.091498815,0.047254514,0.025445288,0.098040454,0.03574589,0.040224396,0.083856486,0.2626637,0.06857113,0.022935808
2019-09-02,0.026277907,0.02153233,0.06177931,0.08848035,0.070253894,0.043568775,0.030489411,0.1261719,0.09653063,0.03670258,0.13956697,0.16030319,0.06120308,0.03713967
2019-09-09,0.031707942,0.029971574,0.24739034,0.08213282,0.09419736,0.046478335,0.026279876,0.10895914,0.054215327,0.030469533,0.09940368,0.06660709,0.053496245,0.028690703
2019-09-16,0.037515804,0.019760896,0.071849175,0.112502694,0.061008114,0.07555483,0.0411488,0.122159526,0.014340037,0.019708695,0.32906005,0.030891908,0.043091364,0.021408083
2019-09-23,0.032800168,0.026465664,0.07951066,0.11256378,0.05905499,0.042131018,0.052702025,0.3046299,0.020181578,0.044916123,0.11519856,0.036167577,0.05530789,0.018370112
2019-09-30,0.03195869,0.045944225,0.085457444,0.10010954,0.06551417,0.03713212,0.037022285,0.2921141,0.026794342,0.029876107,0.1251524,0.052535333,0.049640585,0.020748679
2019-10-07,0.04821675,0.026499894,0.07077581,0.10451661,0.09516871,0.033411246,0.027888983,0.122828655,0.03275916,0.011183716,0.29268947,0.02410222,0.09949958,0.0104592
