week,Aeropuertos y vuelos,Ley y crimen,La pandemia del COVID-19 y su impacto,La industria petrolera,Economía,Tren Maya,Salud y medicina,Reformas políticas,Fronteras e inmigración,Energía y minería,COVID-19 y su vacunación,Problemas sociales y justicia penal,Deportes y turismo,Relaciones políticas entre México y Perú
2019-04-22,0.050649744,0.02090412,0.0600304,0.19020152,0.07813517,0.03219932,0.027680086,0.0914832,0.062055197,0.023090005,0.088881046,0.057760805,0.20125704,0.015672313
2019-04-29,0.033537712,0.023714375,0.05495251,0.12167973,0.08990556,0.044683356,0.02282694,0.2956107,0.01954647,0.030412197,0.1302381,0.04196862,0.0708464,0.020077365
2019-05-06,0.026769672,0.025964204,0.051706854,0.38586947,0.06760837,0.036450148,0.020508576,0.13569619,0.03085723,0.02486398,0.087183185,0.041824833,0.03987141,0.024825864
2019-05-13,0.033319395,0.030102666,0.07052225,0.1480881,0.06736887,0.046739172,0.04099242,0.106876664,0.017405177,0.024510697,0.110618845,0.22557671,0.06448428,0.013394735
2019-05-20,0.02518291,0.020835755,0.07081884,0.117110476,0.07977224,0.041800816,0.054415464,0.09166067,0.039576404,0.036127493,0.2949708,0.04404432,0.057134625,0.026549196
2019-05-27,0.041557238,0.033874497,0.069155365,0.11987941,0.09253669,0.040659484,0.06662218,0.121503994,0.05599064,0.02930477,0.24302241,0.026451472,0.04204516,0.017396713
2019-06-03,0.022913076,0.037733655,0.26167032,0.092157654,0.06724989,0.031483885,0.03225857,0.08829256,0.10542586,0.04232857,0.12636738,0.04636124,0.031888906,0.013868465
2019-06-10,0.02603973,0.022566775,0.04675977,0.047540776,0.08263163,0.023655007,0.011253685,0.07358154,0.46464533,0.0103654945,0.08191677,0.03524401,0.04284797,0.030951556
2019-06-17,0.026638439,0.031181492,0.07750927,0.067511566,0.06586528,0.03821996,0.034710195,0.11805797,0.21710818,0.030153919,0.13371754,0.037673578,0.08289547,0.038757134
2019-06-24,0.032484215,0.03343915,0.04486205,0.12838976,0.06596055,0.06673819,0.031190623,0.10897933,0.06624219,0.029032608,0.118566975,0.052687358,0.19914106,0.022285938
2019-07-01,0.026882757,0.33319438,0.03895197,0.10886912,0.037220772,0.026098128,0.021020582,0.081531465,0.058447175,0.033899795,0.12524614,0.03938272,0.033697575,0.035557453
2019-07-08,0.024940975,0.029399965,0.3726608,0.04134416,0.07554135,0.038847808,0.021251844,0.18473911,0.024297712,0.019805826,0.08030245,0.031166174,0.03466503,0.021036822
2019-07-15,0.01774264,0.027253382,0.27191722,0.101405144,0.09547403,0.04421944,0.030926041,0.09909161,0.037677374,0.02695561,0.115293,0.038802624,0.06821349,0.025028381
